SMILES,canonical_smiles,Activity Comment,Protein Target Name
Cc1ccc(S(=O)(=O)CCC(=O)Nc2nc(-c3ccccn3)cs2)cc1,O=C(Nc1scc(n1)c1ccccn1)CCS(=O)(=O)c1ccc(cc1)C,1,NRF2
CCn1c(SCC(=O)c2cccs2)nnc1-c1cccs1,CCn1c(SCC(=O)c2cccs2)nnc1c1cccs1,1,NRF2
O=C1COc2ccc(C(=O)COC(=O)C=Cc3ccco3)cc2N1,O=C1COc2c(N1)cc(cc2)C(=O)COC(=O)C=Cc1ccco1,1,NRF2
O=c1c(Cl)c(NN=Cc2ccc(Br)cc2)cnn1-c1ccccc1,Brc1ccc(cc1)C=NNc1cnn(c(=O)c1Cl)c1ccccc1,1,NRF2
O=[N+]([O-])c1cccc(-c2cnc3ccccc3n2)c1,[O-][N+](=O)c1cccc(c1)c1cnc2c(n1)cccc2,1,NRF2
CN(C)CCNC(=O)c1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1,CN(CCNC(=O)c1ccc(cc1)n1c2CCCCc2cc1c1ccccc1)C,1,NRF2
Cc1ccccc1OCC(=O)Nc1ccccc1CO,OCc1ccccc1NC(=O)COc1ccccc1C,1,NRF2
O=C(C=Cc1ccc2c(c1)OCCO2)c1ccc(O)cc1,Oc1ccc(cc1)C(=O)C=Cc1ccc2c(c1)OCCO2,1,NRF2
Brc1ccsc1-c1csc(-c2ccncc2)n1,Brc1ccsc1c1csc(n1)c1ccncc1,1,NRF2
CC(=O)COC(=O)C1CCN(S(=O)(=O)c2cc([N+](=O)[O-])ccc2Cl)CC1,CC(=O)COC(=O)C1CCN(CC1)S(=O)(=O)c1cc(ccc1Cl)[N+](=O)[O-],1,NRF2
COC(=O)c1sc(-c2ccc(Cl)cc2)cc1NC(=O)C=CC(=O)O,COC(=O)c1sc(cc1NC(=O)C=CC(=O)O)c1ccc(cc1)Cl,1,NRF2
O=C(C=Cc1ccc(Br)o1)Nc1nccs1,O=C(Nc1nccs1)C=Cc1ccc(o1)Br,1,NRF2
COC(=O)c1sc(-c2cccs2)cc1NC(=O)C=CC(=O)O,COC(=O)c1sc(cc1NC(=O)C=CC(=O)O)c1cccs1,1,NRF2
COC(=O)c1ccc2nc(-c3ccco3)c(Cc3cccc(F)c3)n2c1,COC(=O)c1ccc2n(c1)c(Cc1cccc(c1)F)c(n2)c1ccco1,1,NRF2
OCCNc1c2ccccc2nc2c(F)c(F)c(F)c(F)c12,OCCNc1c2c(F)c(F)c(c(c2nc2c1cccc2)F)F,1,NRF2
O=C(NN=CC(Br)=Cc1ccccc1)c1ccccc1F,BrC(=Cc1ccccc1)C=NNC(=O)c1ccccc1F,1,NRF2
COc1cc2c(cc1OC)CN(C(=O)c1ccc([N+](=O)[O-])o1)CC2,COc1cc2CN(CCc2cc1OC)C(=O)c1ccc(o1)[N+](=O)[O-],1,NRF2
CCOc1ncccc1C(=O)NNC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1,CCOc1ncccc1C(=O)NNC(=O)c1ccc(cc1)NS(=O)(=O)c1cccs1,1,NRF2
COc1ccc(C2=Nc3ccccc3OC2)cc1,COc1ccc(cc1)C1=Nc2c(OC1)cccc2,1,NRF2
Cc1ccc(O)c(NC(=O)c2noc3c2CCCC3)c1,Cc1ccc(c(c1)NC(=O)c1noc2c1CCCC2)O,1,NRF2
COc1cc2cnc(-c3ccsc3)cc2cc1OC,COc1cc2cnc(cc2cc1OC)c1ccsc1,1,NRF2
O=C(CN1C(=O)COc2ccccc21)Nc1ccc(F)cc1,O=C(CN1C(=O)COc2c1cccc2)Nc1ccc(cc1)F,1,NRF2
c1ccc(N=Nc2cn[nH]c2-c2ccco2)cc1,c1ccc(cc1)N=Nc1cn[nH]c1c1ccco1,1,NRF2
COc1ccc2ccccc2c1C(=O)C=Cc1ccoc1,COc1ccc2c(c1C(=O)C=Cc1cocc1)cccc2,1,NRF2
O=c1[nH]c2cc([N+](=O)[O-])ccc2c2cc(Br)ccc12,Brc1ccc2c(c1)c1ccc(cc1[nH]c2=O)[N+](=O)[O-],1,NRF2
Br.CC(=O)c1sc(Nc2ccccn2)nc1C,CC(=O)c1sc(nc1C)Nc1ccccn1.Br,1,NRF2
O=C(Nc1ccc2ccccc2n1)c1ccccc1,O=C(c1ccccc1)Nc1ccc2c(n1)cccc2,1,NRF2
CN(C)c1oc(C=Cc2ccccc2)nc1C#N,N#Cc1nc(oc1N(C)C)C=Cc1ccccc1,1,NRF2
O=C(CSc1nc2ccccc2s1)NN=Cc1ccco1,O=C(CSc1nc2c(s1)cccc2)NN=Cc1ccco1,1,NRF2
CN(Cc1cc(Cl)cc(Cl)c1)CC(C(=O)c1ccccc1)c1ccccc1,CN(CC(C(=O)c1ccccc1)c1ccccc1)Cc1cc(Cl)cc(c1)Cl,1,NRF2
O=c1oc2ccccc2nc1C=C(O)C=Cc1ccc(F)cc1,OC(=Cc1nc2ccccc2oc1=O)C=Cc1ccc(cc1)F,1,NRF2
CC(NC(=O)COC(=O)C=Cc1ccco1)c1ccccc1,O=C(NC(c1ccccc1)C)COC(=O)C=Cc1ccco1,1,NRF2
c1coc(-c2nc3ccccc3s2)c1,c1coc(c1)c1nc2c(s1)cccc2,1,NRF2
Cc1cc(C)c(C#N)c(SCC(=O)c2ccccc2)n1,N#Cc1c(C)cc(nc1SCC(=O)c1ccccc1)C,1,NRF2
CCOc1cc(NC(=O)CCl)c(OCC)cc1NC(C)=O,CCOc1cc(NC(=O)C)c(cc1NC(=O)CCl)OCC,1,NRF2
O=C(CN1CC(=O)Oc2ccccc21)OCC(=O)c1cccc(Br)c1,O=C(CN1CC(=O)Oc2c1cccc2)OCC(=O)c1cccc(c1)Br,1,NRF2
C=CCOc1ccccc1CN(C(=O)CCl)c1ccc2c(c1)OCO2,C=CCOc1ccccc1CN(c1ccc2c(c1)OCO2)C(=O)CCl,1,NRF2
Oc1cccc(C=NNc2ccccn2)c1,Oc1cccc(c1)C=NNc1ccccn1,1,NRF2
CCc1cc(C=C(Cl)Cl)oc(=O)c1C,CCc1cc(C=C(Cl)Cl)oc(=O)c1C,1,NRF2
O=[N+]([O-])c1cccc(-c2noc(-c3ccco3)n2)c1,[O-][N+](=O)c1cccc(c1)c1noc(n1)c1ccco1,1,NRF2
CCSc1cc(C)nc2c(-c3ccccc3)cnn12,CCSc1cc(C)nc2n1ncc2c1ccccc1,1,NRF2
Cc1nc2ccn(Cc3ccco3)c(=O)c2cc1C(=O)Nc1ccc(F)cc1,Fc1ccc(cc1)NC(=O)c1cc2c(nc1C)ccn(c2=O)Cc1ccco1,1,NRF2
CSC1=NC(C)(C)C=C(C=Cc2ccc(Cl)cc2Cl)N1,CSC1=NC(C=C(N1)C=Cc1ccc(cc1Cl)Cl)(C)C,1,NRF2
COc1ccccc1C1CC(c2cccs2)=Nc2ccccc2S1,COc1ccccc1C1Sc2ccccc2N=C(C1)c1cccs1,1,NRF2
Cc1sc(NC(=O)c2cccs2)c(C(N)=O)c1C,O=C(c1cccs1)Nc1sc(c(c1C(=O)N)C)C,1,NRF2
COc1ccc(Cl)cc1C(=O)ON=C(N)c1ccc(Cl)cc1,COc1ccc(cc1C(=O)ON=C(c1ccc(cc1)Cl)N)Cl,1,NRF2
CSC1=NC(C)(C)C=C(C=Cc2ccc(Cl)cc2)N1,CSC1=NC(C=C(N1)C=Cc1ccc(cc1)Cl)(C)C,1,NRF2
O=C(NNC(=O)c1ccc([N+](=O)[O-])o1)c1ccccc1,O=C(c1ccc(o1)[N+](=O)[O-])NNC(=O)c1ccccc1,1,NRF2
O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccc(C(F)(F)F)cc1,O=C(c1ccc(cc1)C(F)(F)F)OCn1ncc(c(c1=O)Cl)Cl,1,NRF2
Cc1c(Cl)cccc1NC(CC(=O)c1ccccc1)C(=O)O,OC(=O)C(Nc1cccc(c1C)Cl)CC(=O)c1ccccc1,1,NRF2
O=C(CCS(=O)(=O)c1ccc(Cl)cc1)Nc1nc(-c2ccncc2)cs1,O=C(Nc1scc(n1)c1ccncc1)CCS(=O)(=O)c1ccc(cc1)Cl,1,NRF2
Cc1ccc(S(N)(=O)=O)cc1NC(=O)C=Cc1cccs1,O=C(Nc1cc(ccc1C)S(=O)(=O)N)C=Cc1cccs1,1,NRF2
COC(=O)c1c(NC(=O)C=CC(=O)O)sc(C)c1-c1ccc(C)cc1,COC(=O)c1c(NC(=O)C=CC(=O)O)sc(c1c1ccc(cc1)C)C,1,NRF2
CN1CCN(C(=O)CCCN2C(=O)C(=Cc3cccc(Br)c3)SC2=S)CC1,CN1CCN(CC1)C(=O)CCCN1C(=S)SC(=Cc2cccc(c2)Br)C1=O,1,NRF2
O=C(C=Cc1ccco1)Nc1cccc(S(=O)(=O)N2CCOCC2)c1,O=C(Nc1cccc(c1)S(=O)(=O)N1CCOCC1)C=Cc1ccco1,1,NRF2
Cc1cc2oc(=O)cc(Cn3ncc(Cl)c(Cl)c3=O)c2cc1Cl,O=c1oc2cc(C)c(cc2c(c1)Cn1ncc(c(c1=O)Cl)Cl)Cl,1,NRF2
CC1=NN(c2ccccc2)C(=O)C1=CC=Cc1ccccc1,CC1=NN(C(=O)C1=CC=Cc1ccccc1)c1ccccc1,1,NRF2
Cc1cc(C)n(S(=O)(=O)C=Cc2ccccc2)n1,Cc1cc(n(n1)S(=O)(=O)C=Cc1ccccc1)C,1,NRF2
O=C(Nc1cccnc1Cl)c1cc(-c2ccco2)on1,O=C(c1noc(c1)c1ccco1)Nc1cccnc1Cl,1,NRF2
CCOCCCNC(=O)c1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1,CCOCCCNC(=O)c1ccc(cc1)n1c2CCCCc2cc1c1ccccc1,1,NRF2
COC(=O)C=Cc1ccsc1NC(C)=O,COC(=O)C=Cc1ccsc1NC(=O)C,1,NRF2
O=C1CC(c2ccco2)CC(O)=C1C=Nc1cc(Cl)ccc1O,Clc1ccc(c(c1)N=CC1=C(O)CC(CC1=O)c1ccco1)O,1,NRF2
CN(C)C=CC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,CN(C=CC(=O)c1ccc(c(c1)[N+](=O)[O-])Cl)C,1,NRF2
O=[N+]([O-])C(C(Cl)=C(Cl)Cl)=C(Sc1ccccc1)N1CCCCC1,ClC(=C(Cl)Cl)C(=C(N1CCCCC1)Sc1ccccc1)[N+](=O)[O-],1,NRF2
COC(=O)c1c(NC(=O)C=CC(=O)O)sc(C)c1-c1ccc(C(C)C)cc1,COC(=O)c1c(NC(=O)C=CC(=O)O)sc(c1c1ccc(cc1)C(C)C)C,1,NRF2
O=c1[nH]c(O)c(C=C2C=Nc3ccccc32)[nH]1,Oc1[nH]c(=O)[nH]c1C=C1C=Nc2c1cccc2,1,NRF2
Cc1ccc(C(=O)NC(=C(Cl)Cl)S(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(cc1)C(=O)NC(=C(Cl)Cl)S(=O)(=O)c1ccc(cc1)C,1,NRF2
CCOC(=O)c1cnc(-c2ccccc2)nc1-c1ccccc1,CCOC(=O)c1cnc(nc1c1ccccc1)c1ccccc1,1,NRF2
Fc1ccc2cc(-c3ccsc3)ncc2c1,Fc1ccc2c(c1)cnc(c2)c1cscc1,1,NRF2
Cc1cccc(C)c1-n1nnnc1C1c2ccccc2C(=O)N1CCc1ccccc1F,O=C1N(CCc2ccccc2F)C(c2c1cccc2)c1nnnn1c1c(C)cccc1C,1,NRF2
Cc1ccccc1-c1nc(-c2cccnc2)no1,Cc1ccccc1c1onc(n1)c1cccnc1,1,NRF2
CCN(CC)CCNC(=O)c1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1,CCN(CCNC(=O)c1ccc(cc1)n1c2CCCCc2cc1c1ccccc1)CC,1,NRF2
O=C(C=CNc1ccc(F)cc1)c1cccs1,Fc1ccc(cc1)NC=CC(=O)c1cccs1,1,NRF2
Cc1nn2c(-c3ccccc3)nnc2c2ccccc12,Cc1nn2c(nnc2c2c1cccc2)c1ccccc1,1,NRF2
O=C(Nc1ccc2[nH]c3c(c2c1)CCCC3)c1ccco1,O=C(c1ccco1)Nc1ccc2c(c1)c1CCCCc1[nH]2,1,NRF2
O=C(CCS(=O)(=O)c1ccc(F)cc1)Nc1nc(-c2ccncc2)cs1,O=C(Nc1scc(n1)c1ccncc1)CCS(=O)(=O)c1ccc(cc1)F,1,NRF2
CN1c2ccsc2C(=NNc2ccc(F)cc2)CS1(=O)=O,Fc1ccc(cc1)NN=C1CS(=O)(=O)N(c2c1scc2)C,1,NRF2
COCCCNC(=O)c1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1,COCCCNC(=O)c1ccc(cc1)n1c2CCCCc2cc1c1ccccc1,1,NRF2
CC1CC(C)CN(C(=O)COC(=O)C=Cc2ccco2)C1,CC1CC(C)CN(C1)C(=O)COC(=O)C=Cc1ccco1,1,NRF2
Cc1occc1C(=O)ON=C(N)c1ccc(Cl)cc1,Clc1ccc(cc1)C(=NOC(=O)c1ccoc1C)N,1,NRF2
O=C(Nc1ccccc1)C(Cl)C(=O)c1ccccc1,O=C(C(C(=O)c1ccccc1)Cl)Nc1ccccc1,1,NRF2
CC(C)OC(=O)c1ccc(NCc2cc(O)ccc2O)cc1,CC(OC(=O)c1ccc(cc1)NCc1cc(O)ccc1O)C,1,NRF2
O=C(NN=Cc1cn[nH]c1-c1ccccc1)c1ccco1,O=C(c1ccco1)NN=Cc1cn[nH]c1c1ccccc1,1,NRF2
O=C(Nc1nc2ccsc2c(=O)s1)c1ccco1,O=C(c1ccco1)Nc1nc2ccsc2c(=O)s1,1,NRF2
CC(=O)Nc1ccc(Oc2sc(C(=O)c3ccccc3)c(N)c2C#N)cc1,N#Cc1c(Oc2ccc(cc2)NC(=O)C)sc(c1N)C(=O)c1ccccc1,1,NRF2
COc1ccc2occ(C(=O)c3cccs3)c2c1,COc1ccc2c(c1)c(co2)C(=O)c1cccs1,1,NRF2
O=C(Nc1cc2c(oc1=O)CCCC2=O)c1cccc(Cl)c1,Clc1cccc(c1)C(=O)Nc1cc2C(=O)CCCc2oc1=O,1,NRF2
N#Cc1c(-c2ccco2)cc(-c2ccc(F)cc2)nc1N,N#Cc1c(N)nc(cc1c1ccco1)c1ccc(cc1)F,1,NRF2
N#CC(=Cc1ccccn1)c1ccccn1,N#CC(=Cc1ccccn1)c1ccccn1,1,NRF2
O=C(CN1C(=O)C(=Cc2cccc(Cl)c2)SC1=S)NC1C=CS(=O)(=O)C1,O=C(CN1C(=S)SC(=Cc2cccc(c2)Cl)C1=O)NC1C=CS(=O)(=O)C1,1,NRF2
Cc1csc(NC(=O)c2cc(-c3ccco3)nc3ccccc23)n1,Cc1csc(n1)NC(=O)c1cc(nc2c1cccc2)c1ccco1,1,NRF2
Cc1ccsc1-c1ccnc(-n2cccc2)n1,Cc1ccsc1c1ccnc(n1)n1cccc1,1,NRF2
Clc1nnc(NN=C2CCCC2)c2ccccc12,Clc1nnc(c2c1cccc2)NN=C1CCCC1,1,NRF2
O=C(C=CNc1ccccc1)c1ccccc1,O=C(c1ccccc1)C=CNc1ccccc1,1,NRF2
COc1cc(NC(=S)Nc2ccccn2)c(OC)cc1Cl,COc1cc(Cl)c(cc1NC(=S)Nc1ccccn1)OC,1,NRF2
N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccccc1OC(=O)c1cccs1,N#CC1=C(N)Oc2c(C1c1ccccc1OC(=O)c1cccs1)c(=O)oc1c2cccc1,1,NRF2
Cl.O=C(CCN1CCCCC1)c1ccc2c(c1)OCCO2,O=C(c1ccc2c(c1)OCCO2)CCN1CCCCC1.Cl,1,NRF2
CCCCCOc1ccc(C(=O)CCN2CCOCC2)cc1.Cl,CCCCCOc1ccc(cc1)C(=O)CCN1CCOCC1.Cl,1,NRF2
CCCCn1c(CCC)nc([N+](=O)[O-])c1Sc1ccc(Cl)cn1,CCCCn1c(CCC)nc(c1Sc1ccc(cn1)Cl)[N+](=O)[O-],1,NRF2
Cc1c(C(=O)NCc2ccco2)oc2ccccc12,O=C(c1oc2c(c1C)cccc2)NCc1ccco1,1,NRF2
CN(N=Cc1cc(Br)cs1)c1cnc2ccccc2n1,Brc1csc(c1)C=NN(c1cnc2c(n1)cccc2)C,1,NRF2
CC(C)=NNc1nnc(Cl)c2ccccc12,CC(=NNc1nnc(c2c1cccc2)Cl)C,1,NRF2
c1ccc2c(c1)CCN(c1nc3ccccc3n3cnnc13)C2,c1ccc2c(c1)CCN(C2)c1nc2ccccc2n2c1nnc2,1,NRF2
Cc1nnc(Cc2ccco2)c2n[nH]c(C)c12,Cc1nnc(c2c1c(C)[nH]n2)Cc1ccco1,1,NRF2
O=c1nc2c(O)cccn2c2c1c(=O)[nH]c1ccccc12,O=c1nc2c(O)cccn2c2c1c(=O)[nH]c1c2cccc1,1,NRF2
COc1ccccc1N1C(=O)C(Cl)=C(Nc2ccccc2O)C1=O,COc1ccccc1N1C(=O)C(=C(C1=O)Cl)Nc1ccccc1O,1,NRF2
Cc1sc(NC(=O)c2ccccc2F)c(CN2CCCCC2C)c1C,CC1CCCCN1Cc1c(sc(c1C)C)NC(=O)c1ccccc1F,1,NRF2
CNc1oc(C=Cc2ccccc2)nc1C#N,CNc1oc(nc1C#N)C=Cc1ccccc1,1,NRF2
O=C(CSc1nnc(-c2ccco2)c(-c2ccco2)n1)Nc1ccccc1,O=C(Nc1ccccc1)CSc1nnc(c(n1)c1ccco1)c1ccco1,1,NRF2
CCC(=O)N1CCN(c2ccc(Cl)cc2NC(=O)c2ccc([N+](=O)[O-])o2)CC1,CCC(=O)N1CCN(CC1)c1ccc(cc1NC(=O)c1ccc(o1)[N+](=O)[O-])Cl,1,NRF2
CC(=NNc1nccnc1Cl)c1ccc(Cl)c(Cl)c1,CC(=NNc1nccnc1Cl)c1ccc(c(c1)Cl)Cl,1,NRF2
CCOc1cccc(C=C2NC(=S)N(c3ccccc3)C2=O)c1O,CCOc1cccc(c1O)C=C1NC(=S)N(C1=O)c1ccccc1,1,NRF2
CC1(O)c2ccccc2C(=O)N1CCc1ccccc1F,Fc1ccccc1CCN1C(=O)c2c(C1(C)O)cccc2,1,NRF2
Cc1ccc(C(=O)C=CC(=O)O)cc1,O=C(c1ccc(cc1)C)C=CC(=O)O,1,NRF2
O=C(C=Cc1ccco1)OCc1nnc(-c2ccc(Cl)cc2)o1,O=C(C=Cc1ccco1)OCc1nnc(o1)c1ccc(cc1)Cl,1,NRF2
Oc1[nH]c(N=C2N=c3ccccc3=N2)c2ccccc12,Oc1[nH]c(c2c1cccc2)N=C1N=c2c(=N1)cccc2,1,NRF2
O=c1[nH]nc(SCCS(=O)(=O)c2ccc(F)cc2)n1-c1ccccc1C(F)(F)F,Fc1ccc(cc1)S(=O)(=O)CCSc1n[nH]c(=O)n1c1ccccc1C(F)(F)F,1,NRF2
CC1(C)CC(=O)c2cc(N=CC(C(=O)c3ccccc3)=C(O)c3ccccc3)c(=O)oc2C1,O=c1oc2CC(C)(C)CC(=O)c2cc1N=CC(=C(c1ccccc1)O)C(=O)c1ccccc1,1,NRF2
c1ccc(-c2nnc(-c3ccccc3)o2)cc1,c1ccc(cc1)c1nnc(o1)c1ccccc1,1,NRF2
O=C(NN=CC=Cc1ccco1)c1cncc(Br)c1,Brc1cncc(c1)C(=O)NN=CC=Cc1ccco1,1,NRF2
CCC(=O)Nc1ccc(C(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,CCC(=O)Nc1ccc(cc1)C(=O)Cn1ncc(c(c1=O)Cl)Cl,1,NRF2
O=C(C=Cc1ccccc1Cl)Nc1nc(-c2cccs2)ns1,O=C(Nc1snc(n1)c1cccs1)C=Cc1ccccc1Cl,1,NRF2
COC(=O)c1sccc1NC(=O)c1ccc(Br)o1,COC(=O)c1sccc1NC(=O)c1ccc(o1)Br,1,NRF2
c1ccc2c(c1)nnn2-c1ncnc2sccc12,c1ccc2c(c1)nnn2c1ncnc2c1ccs2,1,NRF2
O=C(CN1CC(=O)Oc2ccccc21)OCC(=O)c1ccc(Br)cc1,O=C(CN1CC(=O)Oc2c1cccc2)OCC(=O)c1ccc(cc1)Br,1,NRF2
COc1ccc2nc(N(CCN(C)C)C(=O)C=Cc3cccs3)sc2c1.Cl,COc1ccc2c(c1)sc(n2)N(C(=O)C=Cc1cccs1)CCN(C)C.Cl,1,NRF2
O=[N+]([O-])c1ccccc1C=NNc1nccnc1Cl,Clc1nccnc1NN=Cc1ccccc1[N+](=O)[O-],1,NRF2
COc1ccc(C(CC(=O)c2ccc(O)cc2)S(=O)(=O)c2ccc(C)cc2)cc1,COc1ccc(cc1)C(S(=O)(=O)c1ccc(cc1)C)CC(=O)c1ccc(cc1)O,1,NRF2
Clc1cccc(Cl)c1C=NNc1nccs1,Clc1cccc(c1C=NNc1nccs1)Cl,1,NRF2
O=C(CSc1c2c(nc3ccc(Cl)cc13)CCCC2)NCc1ccco1,O=C(NCc1ccco1)CSc1c2CCCCc2nc2c1cc(Cl)cc2,1,NRF2
CSc1nc2nc(C(F)(F)F)cc(-c3ccccc3)n2n1,CSc1nn2c(n1)nc(cc2c1ccccc1)C(F)(F)F,1,NRF2
COc1ccc([N+](=O)[O-])cc1CSc1ccccn1,COc1ccc(cc1CSc1ccccn1)[N+](=O)[O-],1,NRF2
CCn1c(C=Cc2ccccc2F)nc2ccccc2c1=O,CCn1c(C=Cc2ccccc2F)nc2c(c1=O)cccc2,1,NRF2
COc1ccc(NC(=O)COC(=O)c2cc(=O)c3ccccc3o2)cc1OC,COc1cc(ccc1OC)NC(=O)COC(=O)c1cc(=O)c2c(o1)cccc2,1,NRF2
O=C(Nc1ccccc1)c1cc2ccccc2c(=O)s1,O=C(c1cc2ccccc2c(=O)s1)Nc1ccccc1,1,NRF2
Clc1nc(-c2ccccc2)cc(-c2ccccc2)n1,Clc1nc(cc(n1)c1ccccc1)c1ccccc1,1,NRF2
O=C(c1cc(-c2ccco2)on1)N1CCc2ccccc2C1,O=C(c1noc(c1)c1ccco1)N1CCc2c(C1)cccc2,1,NRF2
COc1cc([N+](=O)[O-])c2nc(C)ccc2c1[N+](=O)[O-],COc1cc([N+](=O)[O-])c2c(c1[N+](=O)[O-])ccc(n2)C,1,NRF2
O=C(Nc1cccc2cccnc12)c1ccc(F)cc1,Fc1ccc(cc1)C(=O)Nc1cccc2c1nccc2,1,NRF2
CCC(Sc1ccc(Cl)cc1)C(=O)Nc1nnc(-c2cccc([N+](=O)[O-])c2)s1,CCC(C(=O)Nc1nnc(s1)c1cccc(c1)[N+](=O)[O-])Sc1ccc(cc1)Cl,1,NRF2
COc1cc(NC(=O)c2cccc(Br)c2)nc(OC)n1,COc1nc(OC)nc(c1)NC(=O)c1cccc(c1)Br,1,NRF2
CN(C)CC[NH+]=c1cc(-c2ccccc2)oc2ccc(Cl)cc12.F[B-](F)(F)F,F[B-](F)(F)F.CN(CC[NH+]=c1cc(oc2c1cc(Cl)cc2)c1ccccc1)C,1,NRF2
NC(=NOC(=O)c1ccco1)c1cccc([N+](=O)[O-])c1,NC(=NOC(=O)c1ccco1)c1cccc(c1)[N+](=O)[O-],1,NRF2
N#Cc1c(NC(=O)CSc2ncnc3sccc23)oc(-c2ccco2)c1-c1ccco1,N#Cc1c(NC(=O)CSc2ncnc3c2ccs3)oc(c1c1ccco1)c1ccco1,1,NRF2
N=C1C(=Cc2coc3ccccc3c2=O)C(=O)N=C2SC=CN12,O=C1N=C2SC=CN2C(=N)C1=Cc1coc2c(c1=O)cccc2,1,NRF2
O=C(C=Cc1ccc(-c2ccccc2[N+](=O)[O-])o1)c1ccco1,O=C(c1ccco1)C=Cc1ccc(o1)c1ccccc1[N+](=O)[O-],1,NRF2
O=C(N=Nc1c(O)[nH]c2ccc(Br)cc12)c1ccco1,Brc1ccc2c(c1)c(N=NC(=O)c1ccco1)c([nH]2)O,1,NRF2
CCCCc1cc(=O)oc2cc(OCC(=O)Nc3ccccn3)ccc12,CCCCc1cc(=O)oc2c1ccc(c2)OCC(=O)Nc1ccccn1,1,NRF2
O=[N+]([O-])C=Cc1c(Cl)cccc1Cl,Clc1cccc(c1C=C[N+](=O)[O-])Cl,1,NRF2
Cc1cc(C(=O)Nc2ccccc2[N+](=O)[O-])cs1,Cc1scc(c1)C(=O)Nc1ccccc1[N+](=O)[O-],1,NRF2
COCc1nnc(NC(=O)c2cc(Cl)ccc2OC)s1,COCc1nnc(s1)NC(=O)c1cc(Cl)ccc1OC,1,NRF2
Cn1c(=O)n(C)c2cc(NS(=O)(=O)c3ccc(F)cc3)c(NCc3ccccc3)cc21,Fc1ccc(cc1)S(=O)(=O)Nc1cc2c(cc1NCc1ccccc1)n(c(=O)n2C)C,1,NRF2
O=C(CCl)Nc1nc(-c2ccco2)c(-c2ccco2)s1,ClCC(=O)Nc1sc(c(n1)c1ccco1)c1ccco1,1,NRF2
COC(=O)c1ccc2nc(-c3ccco3)c(Cc3ccc(OC)cc3C)n2c1,COc1ccc(c(c1)C)Cc1c(nc2n1cc(cc2)C(=O)OC)c1ccco1,1,NRF2
NC(=NOC(=O)c1cccc2ccccc12)c1cccnc1,NC(=NOC(=O)c1cccc2c1cccc2)c1cccnc1,1,NRF2
COc1ccc(C(C#N)=C2C=CC(=NO)C=C2)cc1,COc1ccc(cc1)C(=C1C=CC(=NO)C=C1)C#N,1,NRF2
Cc1occc1C(=O)Nc1nnc(-c2cccs2)s1,O=C(c1ccoc1C)Nc1nnc(s1)c1cccs1,1,NRF2
Cc1cc(Br)cn2c(Cc3ccsc3)c(-c3ccco3)nc12,Brc1cc(C)c2n(c1)c(Cc1ccsc1)c(n2)c1ccco1,1,NRF2
c1ccc(-c2nc(-c3ccncc3)no2)cc1,c1ccc(cc1)c1onc(n1)c1ccncc1,1,NRF2
COC(=O)C=Cc1ccc2c(c1)S(=O)(=O)N(Cc1ccc(OC)cc1)C2CC(=O)OC,COC(=O)CC1c2ccc(cc2S(=O)(=O)N1Cc1ccc(cc1)OC)C=CC(=O)OC,1,NRF2
CCCc1nc([N+](=O)[O-])c(S(=O)(=O)c2ccccc2)n1CC(C)C,CCCc1nc(c(n1CC(C)C)S(=O)(=O)c1ccccc1)[N+](=O)[O-],1,NRF2
Cc1cccc(CSc2cccc3cccnc23)c1,Cc1cccc(c1)CSc1cccc2c1nccc2,1,NRF2
Cc1csc2nc(NC(=O)c3ccccc3)sc(=O)c12,O=C(c1ccccc1)Nc1sc(=O)c2c(n1)scc2C,1,NRF2
CCc1nnc(SCC(=O)N(CC)c2ccccc2)c2cc3oc(C)cc3n12,CCN(c1ccccc1)C(=O)CSc1nnc(n2c1cc1c2cc(o1)C)CC,1,NRF2
O=C(CC(Sc1ccccc1)c1cccs1)c1ccco1,O=C(c1ccco1)CC(c1cccs1)Sc1ccccc1,1,NRF2
Cn1c(N)c(C(C[N+](=O)[O-])c2c(F)cccc2Cl)c(=O)n(C)c1=O,[O-][N+](=O)CC(c1c(N)n(C)c(=O)n(c1=O)C)c1c(F)cccc1Cl,1,NRF2
Cc1ccnc(NC(=O)c2ccco2)n1,Cc1ccnc(n1)NC(=O)c1ccco1,1,NRF2
O=C1C(Cl)=C(N2CCN(c3ccccc3[N+](=O)[O-])CC2)C(=O)c2ccccc21,ClC1=C(N2CCN(CC2)c2ccccc2[N+](=O)[O-])C(=O)c2c(C1=O)cccc2,1,NRF2
Fc1ccccc1-c1ccc(C=NNc2nc3ccccc3[nH]2)o1,Fc1ccccc1c1ccc(o1)C=NNc1nc2c([nH]1)cccc2,1,NRF2
